project_name,version,cbo,wmc,dit,rfc,lcom,totalMethods,staticMethods,publicMethods,privateMethods,protectedMethods,defaultMethods,abstractMethods,finalMethods,synchronizedMethods,totalFields,staticFields,publicFields,privateFields,protectedFields,defaultFields,finalFields,synchronizedFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,anonymousClassesQty,subClassesQty,lambdasQty,uniqueWordsQty,modifiers
apache-storm,1.1.1,7.68690275435638,15.2141652613828,1.7408656548622823,13.303541315345699,65.82967959527825,7.494097807757167,0.8589094997189433,6.109050028105678,0.6942102304665543,0.21922428330522767,0.0,0.05508712759977515,0.01911186059584036,0.04215851602023609,3.4142776840921867,1.3653738055087128,0.5441259134345138,2.3732433951658236,0.11467116357504216,0.0,1.8577852726250703,0.0,2.8487914558740868,115.87464867903317,5.207419898819562,1.029229904440697,1.2130410342889264,0.581787521079258,0.7847105115233277,7.8403597526700395,5.527824620573356,12.505340078695896,1.5952782462057336,9.896008993816752,0.7942664418212478,0.20685778527262508,0.8251826869027543,0.0,56.186621697582915,45.59359190556492
apache-storm,1.1.2,7.713178294573644,15.112956810631228,1.7275747508305648,13.36655592469546,65.03820598006645,7.46843853820598,0.8471760797342193,6.0852713178294575,0.6910299003322259,0.21650055370985605,0.0,0.054817275747508304,0.022702104097452935,0.04152823920265781,3.3826135105204873,1.3383167220376522,0.5426356589147286,2.3610188261351053,0.11074197120708748,0.0,1.8460686600221483,0.0,2.898671096345515,115.27796234772978,5.158914728682171,1.0299003322259137,1.2098560354374308,0.6124031007751938,0.7746400885935769,7.823366555924696,5.587486157253599,12.486710963455149,1.624031007751938,9.928571428571429,0.7962347729789591,0.20653377630121816,0.8161683277962348,0.0,56.411960132890364,45.52104097452935
apache-storm,1.1.3,7.7204419889502764,15.129834254143647,1.7281767955801104,13.381767955801106,65.2232044198895,7.470718232044199,0.8558011049723757,6.080662983425414,0.6977900552486188,0.2165745856353591,0.0,0.054696132596685085,0.022651933701657457,0.04143646408839779,3.3795580110497236,1.3386740331491713,0.543646408839779,2.3574585635359115,0.11104972375690608,0.0,1.8447513812154697,0.0,2.9342541436464087,115.26298342541436,5.158011049723757,1.0298342541436465,1.2093922651933702,0.6143646408839779,0.7756906077348066,7.833701657458564,5.586740331491713,12.48121546961326,1.6243093922651934,9.927624309392264,0.7972375690607735,0.20828729281767955,0.8149171270718232,0.0,56.488950276243095,45.42265193370166
apache-storm,1.1.4,7.720994475138122,15.133149171270718,1.7281767955801104,13.37513812154696,65.30165745856354,7.47182320441989,0.8569060773480663,6.082872928176796,0.6972375690607735,0.2165745856353591,0.0,0.054696132596685085,0.022651933701657457,0.04033149171270718,3.3823204419889503,1.3425414364640884,0.543646408839779,2.3602209944751382,0.11104972375690608,0.0,1.8475138121546961,0.0,2.938674033149171,115.29060773480663,5.157458563535911,1.0303867403314917,1.2093922651933702,0.6143646408839779,0.7756906077348066,7.8348066298342545,5.598342541436464,12.486187845303867,1.6226519337016574,9.931491712707182,0.7977900552486188,0.20828729281767955,0.8149171270718232,0.0,56.58839779005525,45.42265193370166
apache-storm,1.2.0,7.728987068965517,15.10344827586207,1.7209051724137931,13.44719827586207,64.37984913793103,7.523706896551724,0.8561422413793104,6.089978448275862,0.7219827586206896,0.23329741379310345,0.0,0.06196120689655173,0.02209051724137931,0.04040948275862069,3.4035560344827585,1.3518318965517242,0.5533405172413793,2.3760775862068964,0.11422413793103449,0.0,1.8561422413793103,0.0,2.931573275862069,114.51831896551724,5.158405172413793,1.0247844827586208,1.2009698275862069,0.6136853448275862,0.7634698275862069,7.866379310344827,5.503771551724138,12.47844827586207,1.6126077586206897,9.94989224137931,0.8033405172413793,0.203125,0.8006465517241379,0.0,56.484913793103445,46.51993534482759
apache-storm,1.2.1,7.729525862068965,15.10344827586207,1.722521551724138,13.445043103448276,64.37984913793103,7.523706896551724,0.8561422413793104,6.089978448275862,0.7219827586206896,0.23329741379310345,0.0,0.06196120689655173,0.02209051724137931,0.04040948275862069,3.4035560344827585,1.3518318965517242,0.5533405172413793,2.3760775862068964,0.11422413793103449,0.0,1.8561422413793103,0.0,2.931573275862069,114.52532327586206,5.158405172413793,1.0247844827586208,1.2009698275862069,0.6136853448275862,0.7634698275862069,7.866379310344827,5.503771551724138,12.47844827586207,1.6126077586206897,9.94989224137931,0.8033405172413793,0.203125,0.8011853448275862,0.0,56.48760775862069,46.51993534482759
apache-storm,1.2.2,7.74020397208803,15.113258185721953,1.723564143853999,13.475577026301664,64.44390767579173,7.5179817498658075,0.870101986044015,6.076221148684917,0.7300053676865271,0.23295759527643586,0.0,0.06172839506172839,0.02200751476113795,0.040257648953301126,3.394524959742351,1.3521202361782072,0.5534084809447128,2.367686527106817,0.1143317230273752,0.0,1.8523886205045625,0.0,2.9801395598497047,114.52657004830918,5.155126140633387,1.0289855072463767,1.2018250134192163,0.6162104133118625,0.7659688674181427,7.895866881374128,5.497047772410092,12.499731615673644,1.6178207192699947,9.969404186795492,0.8073000536768653,0.20665593129361245,0.8013955984970478,0.0,56.60440150295223,46.348899624261946
apache-storm,1.2.3,7.515037593984962,15.342642320085929,1.5112781954887218,13.484425349087003,66.59398496240601,7.568206229860365,0.9097744360902256,6.083780880773362,0.7712137486573577,0.23469387755102042,0.0,0.06176154672395274,0.02201933404940924,0.03920515574650913,3.436627282491944,1.3936627282491945,0.5494092373791621,2.4140708915145006,0.11439312567132116,0.0,1.8936627282491945,0.0,3.061224489795918,114.38506981740065,5.2406015037593985,1.0338345864661653,1.2475832438238452,0.6208378088077336,0.9457572502685284,7.9672395273899035,6.12781954887218,12.699248120300751,2.1976369495166486,9.878625134264231,0.8088077336197637,0.20730397422126745,0.8018259935553169,0.0,56.42910848549946,46.37325456498389
apache-storm,2.0.0,7.9293712316968135,16.36132644272179,1.4681309216192937,15.524978466838933,75.78897502153316,7.899655469422911,1.0538329026701119,6.2213608957795,0.8807062876830318,0.21920757967269594,0.0103359173126615,0.056847545219638244,0.017226528854435832,0.03186907838070629,3.6843238587424634,1.5094745908699396,0.615848406546081,2.6567614125753662,0.13049095607235142,0.0,2.2980189491817398,0.0,4.384151593453919,119.9745908699397,5.5887166236003445,1.1468561584840655,1.2670111972437554,0.7248062015503876,1.0180878552971577,8.364771748492679,6.556847545219639,14.300602928509905,2.297157622739018,11.27390180878553,0.9065460809646856,0.16192937123169682,0.7506459948320413,0.28036175710594313,59.6993970714901,39.28251507321275
apache-storm,2.1.0,7.919196237708422,16.31509191962377,1.473279179136383,15.479264643009833,75.74732791791364,7.88157332193245,1.0491663103890552,6.199230440359128,0.8849935870029927,0.2176143651132963,0.010688328345446772,0.05643437366395896,0.017528858486532708,0.03163745190252244,3.6733646857631466,1.4976485677640017,0.6113723813595554,2.665669089354425,0.129115006412997,0.0,2.3099615220179563,0.0,4.381787088499359,120.10645575032065,5.565626336041043,1.1474989311671655,1.2629328772979906,0.7276613937580162,1.0145361265498076,8.424112868747327,6.57845233005558,14.31124412141941,2.2992731936725095,11.298845660538692,0.9149209063702437,0.15989739204788372,0.7477554510474562,0.2825994014536127,59.426678067550235,39.87473279179137
apache-cassandra,1.1.1,7.68690275435638,15.2141652613828,1.7408656548622823,13.303541315345699,65.82967959527825,7.494097807757167,0.8589094997189433,6.109050028105678,0.6942102304665543,0.21922428330522767,0.0,0.05508712759977515,0.01911186059584036,0.04215851602023609,3.4142776840921867,1.3653738055087128,0.5441259134345138,2.3732433951658236,0.11467116357504216,0.0,1.8577852726250703,0.0,2.8487914558740868,115.87464867903317,5.207419898819562,1.029229904440697,1.2130410342889264,0.581787521079258,0.7847105115233277,7.8403597526700395,5.527824620573356,12.505340078695896,1.5952782462057336,9.896008993816752,0.7942664418212478,0.20685778527262508,0.8251826869027543,0.0,56.186621697582915,45.59359190556492
apache-cassandra,1.1.2,7.713178294573644,15.112956810631228,1.7275747508305648,13.36655592469546,65.03820598006645,7.46843853820598,0.8471760797342193,6.0852713178294575,0.6910299003322259,0.21650055370985605,0.0,0.054817275747508304,0.022702104097452935,0.04152823920265781,3.3826135105204873,1.3383167220376522,0.5426356589147286,2.3610188261351053,0.11074197120708748,0.0,1.8460686600221483,0.0,2.898671096345515,115.27796234772978,5.158914728682171,1.0299003322259137,1.2098560354374308,0.6124031007751938,0.7746400885935769,7.823366555924696,5.587486157253599,12.486710963455149,1.624031007751938,9.928571428571429,0.7962347729789591,0.20653377630121816,0.8161683277962348,0.0,56.411960132890364,45.52104097452935
